volume	page	sk.	adhy.	from v.	to v.	ipage
I	716	(VI)	17	28	39	43b
I	717	(VI)	17	40	41	44a
I	717	(VI)	18	1	6	44a
I	718	(VI)	18	7	20	44b
I	719	(VI)	18	21	31	45a
I	720	(VI)	18	32	43	45b
I	721	(VI)	18	44	54	46a
I	722	(VI)	18	55	69	46b
I	723	(VI)	18	70	78	47a
I	723	(VI)	19	1	3	47a
I	724	(VI)	19	4	12	47b
I	725	(VI)	19	13	23	48a
I	726	(VI)	19	24	27	48b
I	731	(VII)	1	1	5	1a
I	732	(VII)	1	6	10	1b
I	733	(VII)	1	11	19	2a
I	734	(VII)	1	20	27	2b
I	735	(VII)	1	28	37	3a
I	736	(VII)	1	38	46	3b
I	736	(VII)	2	1	3	3b
I	737	(VII)	2	4	14	4a
I	738	(VII)	2	15	23	4b
I	739	(VII)	2	24	33	5a
I	740	(VII)	2	34	40	5b
I	741	(VII)	2	41	45	6a
I	742	(VII)	2	46	52	6b
I	743	(VII)	2	53	61	7a
I	743	(VII)	3	1	1	7a
I	744	(VII)	3	2	11	7b
I	745	(VII)	3	12	23	8a
I	746	(VII)	3	24	30	8b
I	747	(VII)	3	31	36	9a
I	748	(VII)	3	37	38	9b
I	748	(VII)	4	1	9	9b
I	748x	(VII)	4	10	16	10a
I	748y	(VII)	4	17	31	10b
I	749	(VII)	4	34	44	11a
I	750	(VII)	4	45	46	11b
I	750	(VII)	5	1	6	11b
I	751	(VII)	5	7	15	12a
I	752	(VII)	5	16	25	12b
I	753	(VII)	5	26	31	13a
I	754	(VII)	5	32	38	13b
I	755	(VII)	5	39	47	14a
I	756	(VII)	5	48	56	14b
I	757	(VII)	5	57	57	15a
I	757	(VII)	6	1	8	15a
I	758	(VII)	6	9	15	15b
I	759	(VII)	6	16	22	16a
I	760	(VII)	6	23	28	16b
I	761	(VII)	6	29	30	17a
I	761	(VII)	7	1	8	17a
I	762	(VII)	7	9	18	17b
I	763	(VII)	7	19	23	18a
I	764	(VII)	7	24	30	18b
I	765	(VII)	7	31	38	19a
I	766	(VII)	7	39	47	19b
I	767	(VII)	7	48	55	20a
I	767	(VII)	8	1	4	20a
I	768	(VII)	8	5	13	20b
I	769	(VII)	8	14	18	21a
I	770	(VII)	8	19	24	21b
I	771	(VII)	8	25	31	22a
I	772	(VII)	8	32	40	22b
I	773	(VII)	8	41	44	23a
I	774	(VII)	8	45	51	23b
I	775	(VII)	8	52	56	24a
I	775	(VII)	9	1	1	24a
I	776	(VII)	9	2	9	24b
I	777	(VII)	9	10	13	25a
I	778	(VII)	9	14	17	25b
I	779	(VII)	9	18	20	26a
I	780	(VII)	9	21	24	26b
I	781	(VII)	9	25	28	27a
I	782	(VII)	9	29	31	27b
I	783	(VII)	9	32	35	28a
I	784	(VII)	9	36	40	28b
I	785	(VII)	9	41	45	29a
I	786	(VII)	9	46	49	29b
I	787	(VII)	9	50	55	30a
I	787	(VII)	10	1	3	30a
I	788	(VII)	10	4	11	30b
I	789	(VII)	10	12	19	31a
I	790	(VII)	10	20	33	31b
I	791	(VII)	10	34	44	32a
I	792	(VII)	10	45	50	32b
I	793	(VII)	10	51	63	33a
I	794	(VII)	10	64	69	33b
I	794	(VII)	11	1	4	33b
I	795	(VII)	11	5	12	34a
I	796	(VII)	11	13	16	34b
I	797	(VII)	11	17	26	35a
I	798	(VII)	11	27	33	35b
I	799	(VII)	11	34	35	36a
I	799	(VII)	12	1	6	36a
I	800	(VII)	12	7	16	36b
I	801	(VII)	12	17	26	37a
I	802	(VII)	12	27	31	37b
I	802	(VII)	13	1	3	37b
I	803	(VII)	13	4	11	38a
I	804	(VII)	13	12	21	38b
I	805	(VII)	13	22	29	39a
I	806	(VII)	13	30	41	39b
I	807	(VII)	13	42	46	40a
I	807	(VII)	14	1	4	40a
I	808	(VII)	14	5	13	40b
I	809	(VII)	14	14	23	41a
I	810	(VII)	14	24	35	41b
I	811	(VII)	14	36	42	42a
I	811	(VII)	15	1	2	42a
I	812	(VII)	15	3	13	42b
I	813	(VII)	15	14	24	43a
I	814	(VII)	15	25	34	43b
I	815	(VII)	15	35	42	44a
I	816	(VII)	15	43	49	44b
I	817	(VII)	15	50	53	45a
I	818	(VII)	15	54	59	45b
I	819	(VII)	15	60	66	46a
I	820	(VII)	15	67	76	46b
I	821	(VII)	15	77	80	47a
II	7	(VIII)	1	1	9	1a
II	8	(VIII)	1	10	15	1b
II	9	(VIII)	1	16	25	2a
II	10	(VIII)	1	26	33	2b
II	10	(VIII)	2	1	3	2b
II	11	(VIII)	2	4	15	3a
II	12	(VIII)	2	16	26	3b
II	13	(VIII)	2	27	32	4a
II	13	(VIII)	3	1	1	4a
II	14	(VIII)	3	2	7	4b
II	15	(VIII)	3	8	15	5a
II	16	(VIII)	3	16	21	5b
II	17	(VIII)	3	22	28	6a
II	18	(VIII)	3	29	33	6b
II	18	(VIII)	4	1	3	6b
II	19	(VIII)	4	4	15	7a
II	20	(VIII)	4	16	26	7b
II	20	(VIII)	5	1	2	7b
II	21	(VIII)	5	3	16	8a
II	22	(VIII)	5	17	25	8b
II	23	(VIII)	5	26	29	9a
II	24	(VIII)	5	30	35	9b
II	25	(VIII)	5	36	43	10a
II	26	(VIII)	5	44	50	10b
II	26	(VIII)	6	1	1	10b
II	27	(VIII)	6	2	9	11a
II	28	(VIII)	6	10	16	11b
II	29	(VIII)	6	17	27	12a
II	30	(VIII)	6	28	39	12b
II	30	(VIII)	7	1	1	12b
II	31	(VIII)	7	2	14	13a
II	32	(VIII)	7	15	22	13b
II	33	(VIII)	7	23	30	14a
II	34	(VIII)	7	31	36	14b
II	35	(VIII)	7	37	46	15a
II	35	(VIII)	8	1	1	15a
II	36	(VIII)	8	2	12	15b
II	37	(VIII)	8	13	21	16a
II	38	(VIII)	8	22	27	16b
II	39	(VIII)	8	28	41	17a
II	40	(VIII)	8	42	46	17b
II	40	(VIII)	9	1	5	17b
II	41	(VIII)	9	6	17	18a
II	42	(VIII)	9	18	27	18b
II	43	(VIII)	9	28	29	19a
II	43	(VIII)	10	1	6	19a
II	44	(VIII)	10	7	22	19b
II	45	(VIII)	10	23	36	20a
II	46	(VIII)	10	37	46	20b
II	47	(VIII)	10	47	57	21a
II	48	(VIII)	11	1	13	21b
II	49	(VIII)	11	14	28	22a
II	50	(VIII)	11	29	42	22b
II	51	(VIII)	11	43	48	23a
II	51	(VIII)	12	1	4	23a
II	52	(VIII)	12	5	8	23b
II	53	(VIII)	12	9	16	24a
II	54	(VIII)	12	17	24	24b
II	55	(VIII)	12	25	39	25a
II	56	(VIII)	12	40	47	25b
II	56	(VIII)	13	1	3	25b
II	57	(VIII)	13	4	17	26a
II	58	(VIII)	13	18	33	26b
II	59	(VIII)	13	34	36	27a
II	59	(VIII)	14	1	8	27a
II	60	(VIII)	14	9	11	27b
II	60	(VIII)	15	1	5	27b
II	61	(VIII)	15	6	14	28a
II	62	(VIII)	15	15	24	28b
II	63	(VIII)	15	25	36	29a
II	64	(VIII)	16	1	12	29b
II	65	(VIII)	16	13	25	30a
II	66	(VIII)	16	26	37	30b
II	67	(VIII)	16	38	52	31a
II	68	(VIII)	16	53	62	31b
II	68	(VIII)	17	1	5	31b
II	69	(VIII)	17	6	10	32a
II	70	(VIII)	17	11	22	32b
II	71	(VIII)	17	23	28	33a
II	71	(VIII)	18	1	1	33a
II	72	(VIII)	18	2	11	33b
II	73	(VIII)	18	12	22	34a
II	74	(VIII)	18	23	32	34b
II	75	(VIII)	19	1	11	35a
II	76	(VIII)	19	12	20	35b
II	77	(VIII)	19	21	33	36a
II	78	(VIII)	19	34	39	36b
II	79	(VIII)	19	40	43	37a
II	80	(VIII)	20	1	10	37b
II	81	(VIII)	20	11	22	38a
II	82	(VIII)	20	23	32	38b
II	83	(VIII)	20	33	33	39a
II	83	(VIII)	21	1	4	39a
II	84	(VIII)	21	5	20	39b
II	85	(VIII)	21	21	32	40a
II	86	(VIII)	21	33	34	40b
II	86	(VIII)	22	1	4	40b
II	87	(VIII)	22	5	13	41a
II	88	(VIII)	22	14	20	41b
II	89	(VIII)	22	21	29	42a
II	90	(VIII)	22	30	36	42b
II	90	(VIII)	23	1	1	42b
II	91	(VIII)	23	2	8	43a
II	92	(VIII)	23	9	21	43b
II	93	(VIII)	23	22	31	44a
II	94	(VIII)	24	1	11	44b
II	95	(VIII)	24	12	26	45a
II	96	(VIII)	24	27	38	45b
II	97	(VIII)	24	39	46	46a
II	98	(VIII)	24	47	52	46b
II	99	(VIII)	24	53	61	47a
II	103	(IX)	1	1	12	1a
II	104	(IX)	1	13	27	1b
II	105	(IX)	1	28	42	2a
II	106	(IX)	2	1	14	2b
II	107	(IX)	2	15	27	3a
II	108	(IX)	2	28	36	3b
II	108	(IX)	3	1	4	3b
II	109	(IX)	3	5	18	4a
II	110	(IX)	3	19	32	4b
II	111	(IX)	3	33	36	5a
II	111	(IX)	4	1	2	5a
II	112	(IX)	4	3	12	5b
II	113	(IX)	4	13	21	6a
II	114	(IX)	4	22	31	6b
II	115	(IX)	4	32	45	7a
II	116	(IX)	4	46	56	7b
II	117	(IX)	4	57	70	8a
II	118	(IX)	4	71	71	8b
II	118	(IX)	5	1	7	8b
II	119	(IX)	5	8	20	9a
II	120	(IX)	5	21	27	9b
II	120	(IX)	6	1	3	9b
II	121	(IX)	6	4	13	10a
II	122	(IX)	6	14	27	10b
II	123	(IX)	6	28	40	11a
II	124	(IX)	6	41	49	11b
II	125	(IX)	6	50	55	12a
II	125	(IX)	7	1	2	12a
II	126	(IX)	7	3	13	12b
II	127	(IX)	7	14	25	13a
II	128	(IX)	7	26	27	13b
II	128	(IX)	8	1	9	13b
II	129	(IX)	8	10	20	14a
II	130	(IX)	8	21	25	14b
II	131	(IX)	8	26	31	15a
II	131	(IX)	9	1	5	15a
II	132	(IX)	9	6	18	15b
II	133	(IX)	9	19	30	16a
II	134	(IX)	9	31	43	16b
II	135	(IX)	9	44	49	17a
II	135	(IX)	10	1	3	17a
II	136	(IX)	10	4	7	17b
II	137	(IX)	10	8	12	18a
II	138	(IX)	10	13	17	18b
II	139	(IX)	10	18	25	19a
II	140	(IX)	10	26	38	19b
II	141	(IX)	10	39	54	20a
II	142	(IX)	10	55	55	20b
II	142	(IX)	11	1	13	20b
II	143	(IX)	11	14	23	21a
II	144	(IX)	11	24	33	21b
II	145	(IX)	11	34	36	22a
II	145	(IX)	12	1	9	22a
II	146	(IX)	12	10	15	22b
II	146	(IX)	13	1	6	22b
II	147	(IX)	13	7	20	23a
II	148	(IX)	13	21	27	23b
II	148	(IX)	14	1	6	23b
II	149	(IX)	14	7	20	24a
II	150	(IX)	14	21	33	24b
II	151	(IX)	14	34	44	25a
II	152	(IX)	14	45	49	25b
II	152	(IX)	15	1	4	25b
II	153	(IX)	15	5	16	26a
II	154	(IX)	15	17	28	26b
II	155	(IX)	15	29	40	27a
II	156	(IX)	15	41	41	27b
II	156	(IX)	16	1	12	27b
II	157	(IX)	16	13	27	28a
II	158	(IX)	16	28	35	28b
II	159	(IX)	16	36	37	29a
II	159	(IX)	17	1	8	29a
II	160	(IX)	17	9	18	29b
II	160	(IX)	18	1	3	29b
II	161	(IX)	18	4	17	30a
II	162	(IX)	18	18	29	30b
II	163	(IX)	18	30	42	31a
II	164	(IX)	18	43	51	31b
II	164	(IX)	19	1	2	31b
II	165	(IX)	19	3	14	32a
II	166	(IX)	19	15	28	32b
II	167	(IX)	19	29	29	33a
II	167	(IX)	20	1	11	33a
II	168	(IX)	20	12	23	33b
II	169	(IX)	20	24	31	34a
II	170	(IX)	20	32	37	34b
II	171	(IX)	20	38	38	35a
II	171	(IX)	21	1	9	35a
II	172	(IX)	21	10	20	35b
II	173	(IX)	21	21	31	36a
II	174	(IX)	21	32	36	36b
II	174	(IX)	22	1	7	36b
II	175	(IX)	22	8	19	37a
II	176	(IX)	22	20	31	37b
II	177	(IX)	22	32	44	38a
II	178	(IX)	22	45	48	38b
II	178	(IX)	23	1	8	38b
II	179	(IX)	23	9	24	39a
II	180	(IX)	23	25	36	39b
II	181	(IX)	23	37	38	40a
II	181	(IX)	24	1	9	40a
II	182	(IX)	24	10	22	40b
II	183	(IX)	24	23	34	41a
II	184	(IX)	24	35	50	41b
II	185	(IX)	24	51	62	42a
II	186	(IX)	24	63	67	42b
II	191	(X)	1	1	5	1a
II	192	(X)	1	6	14	1b
II	193	(X)	1	15	28	2a
II	194	(X)	1	29	39	2b
II	195	(X)	1	40	43	3a
II	196	(X)	1	44	51	3b
II	197	(X)	1	52	63	4a
II	198	(X)	1	64	69	4b
II	198	(X)	2	1	7	4b
II	199	(X)	2	8	17	5a
II	200	(X)	2	18	25	5b
II	201	(X)	2	26	28	6a
II	202	(X)	2	29	33	6b
II	203	(X)	2	34	37	7a
II	204	(X)	2	38	42	7b
II	204	(X)	3	1	1	7b
II	205	(X)	3	2	12	8a
II	206	(X)	3	13	16	8b
II	207	(X)	3	17	19	9a
II	208	(X)	3	20	24	9b
II	209	(X)	3	25	33	10a
II	210	(X)	3	34	47	10b
II	211	(X)	3	48	54	11a
II	211	(X)	4	1	3	11a
II	212	(X)	4	4	17	11b
II	213	(X)	4	18	26	12a
II	214	(X)	4	27	39	12b
II	215	(X)	4	40	46	13a
II	215	(X)	5	1	4	13a
II	216	(X)	5	5	16	13b
II	217	(X)	5	17	29	14a
II	218	(X)	5	30	32	14b
II	218	(X)	6	1	5	14b
II	219	(X)	6	6	12	15a
II	220	(X)	6	13	22	15b
II	221	(X)	6	23	36	16a
II	222	(X)	6	37	44	16b
II	222	(X)	7	1	3	16b
II	223	(X)	7	4	12	17a
II	224	(X)	7	13	24	17b
II	225	(X)	7	25	35	18a
II	226	(X)	7	36	38	18b
II	226	(X)	8	1	6	18b
II	227	(X)	8	7	15	19a
II	228	(X)	8	16	24	19b
II	229	(X)	8	25	31	20a
II	230	(X)	8	32	40	20b
II	231	(X)	8	41	50	21a
II	232	(X)	8	51	52	21b
II	232	(X)	9	1	8	21b
II	233	(X)	9	9	18	22a
II	234	(X)	9	19	23	22b
II	234	(X)	10	1	7	22b
II	235	(X)	10	8	18	23a
II	236	(X)	10	19	29	23b
II	237	(X)	10	30	38	24a
II	238	(X)	10	39	43	24b
II	238	(X)	11	1	5	24b
II	239	(X)	11	6	20	25a
II	240	(X)	11	21	35	25b
II	241	(X)	11	36	49	26a
II	242	(X)	11	50	58	26b
II	242	(X)	12	1	1	26b
II	243	(X)	12	2	12	27a
II	244	(X)	12	13	19	27b
II	245	(X)	12	20	28	28a
II	246	(X)	12	29	37	28b
II	247	(X)	12	38	44	29a
II	247	(X)	13	1	2	29a
II	248	(X)	13	3	12	29b
II	249	(X)	13	13	20	30a
II	250	(X)	13	21	28	30b
II	251	(X)	13	29	36	31a
II	252	(X)	13	37	45	31b
II	253	(X)	13	46	55	32a
II	254	(X)	13	56	61	32b
II	255	(X)	13	62	64	33a
II	255	(X)	14	1	1	33a
II	256	(X)	14	2	5	33b
II	257	(X)	14	6	8	34a
II	258	(X)	14	9	13	34b
II	259	(X)	14	14	17	35a
II	260	(X)	14	18	22	35b
II	261	(X)	14	23	25	36a
II	262	(X)	14	26	30	36b
II	263	(X)	14	31	34	37a
II	264	(X)	14	35	39	37b
II	265	(X)	14	40	47	38a
II	266	(X)	14	48	56	38b
II	267	(X)	14	57	61	39a
II	267	(X)	15	1	1	39a
II	268	(X)	15	2	9	39b
II	269	(X)	15	10	22	40a
II	270	(X)	15	23	38	40b
II	271	(X)	15	39	51	41a
II	272	(X)	15	52	52	41b
II	272	(X)	16	1	6	41b
II	273	(X)	16	7	17	42a
II	274	(X)	16	18	25	42b
II	275	(X)	16	26	32	43a
II	276	(X)	16	33	39	43b
II	277	(X)	16	40	44	44a
II	278	(X)	16	45	48	44b
II	279	(X)	16	49	59	45a
II	280	(X)	16	60	67	45b
II	280	(X)	17	1	3	45b
II	281	(X)	17	4	15	46a
II	282	(X)	17	16	25	46b
II	282	(X)	18	1	2	46b
II	283	(X)	18	3	13	47a
II	284	(X)	18	14	26	47b
II	285	(X)	18	27	32	48a
II	285	(X)	19	1	4	48a
II	286	(X)	19	5	16	48b
II	286	(X)	20	1	1	48b
II	287	(X)	20	2	12	49a
II	288	(X)	20	13	23	49b
II	289	(X)	20	24	33	50a
II	290	(X)	20	34	43	50b
II	291	(X)	20	44	49	51a
II	291	(X)	21	1	2	51a
II	292	(X)	21	3	8	51b
II	293	(X)	21	9	12	52a
II	294	(X)	21	13	16	52b
II	295	(X)	21	17	20	53a
II	295	(X)	22	1	2	53a
II	296	(X)	22	3	15	53b
II	297	(X)	22	16	24	54a
II	298	(X)	22	25	35	54b
II	299	(X)	22	36	38	55a
II	299	(X)	23	1	8	55a
II	300	(X)	23	9	20	55b
II	301	(X)	23	21	27	56a
II	302	(X)	23	28	37	56b
II	303	(X)	23	38	51	57a
II	304	(X)	23	52	52	57b
II	304	(X)	24	1	7	57b
II	305	(X)	24	8	16	58a
II	306	(X)	24	17	26	58b
II	307	(X)	24	27	38	59a
II	308	(X)	25	1	9	59b
II	309	(X)	25	10	20	60a
II	310	(X)	25	21	33	60b
II	311	(X)	26	1	12	61a
II	312	(X)	26	13	24	61b
II	313	(X)	26	25	25	62a
II	313	(X)	27	1	4	62a
II	314	(X)	27	5	10	62b
II	315	(X)	27	11	21	63a
II	316	(X)	27	22	28	63b
II	316	(X)	28	1	1	63b
II	317	(X)	28	2	11	64a
II	318	(X)	28	12	17	64b
II	319	(X)	29	1	6	65a
II	320	(X)	29	7	14	65b
II	321	(X)	29	15	26	66a
II	322	(X)	29	27	32	66b
II	323	(X)	29	33	37	67a
II	324	(X)	29	38	44	67b
II	325	(X)	29	45	48	68a
II	325	(X)	30	1	4	68a
II	326	(X)	30	5	10	68b
II	327	(X)	30	11	17	69a
II	328	(X)	30	18	29	69b
II	329	(X)	30	30	41	70a
II	330	(X)	30	42	44	70b
II	330	(X)	31	1	2	70b
II	331	(X)	31	3	8	71a
II	332	(X)	31	9	13	71b
II	333	(X)	31	14	18	72a
II	334	(X)	31	19	19	72b
II	334	(X)	32	1	8	72b
II	335	(X)	32	9	16	73a
II	336	(X)	32	17	21	73b
II	337	(X)	32	22	22	74a
II	337	(X)	33	1	6	74a
II	338	(X)	33	7	15	74b
II	339	(X)	33	16	21	75a
II	340	(X)	33	22	28	75b
II	341	(X)	33	29	36	76a
II	342	(X)	33	37	40	76b
II	342	(X)	34	1	5	76b
II	343	(X)	34	6	19	77a
II	344	(X)	34	20	31	77b
II	345	(X)	34	32	32	78a
II	345	(X)	35	1	5	78a
II	346	(X)	35	6	11	78b
II	347	(X)	35	12	17	79a
II	348	(X)	35	18	22	79b
II	349	(X)	35	23	26	80a
II	349	(X)	36	1	1	80a
II	350	(X)	36	2	12	80b
II	351	(X)	36	13	23	81a
II	352	(X)	36	24	37	81b
II	353	(X)	36	38	40	82a
II	353	(X)	37	1	4	82a
II	354	(X)	37	5	12	82b
II	355	(X)	37	13	23	83a
II	356	(X)	37	24	34	83b
II	357	(X)	38	1	8	84a
II	358	(X)	38	9	13	84b
II	359	(X)	38	14	19	85a
II	360	(X)	38	20	26	85b
II	361	(X)	38	27	37	86a
II	362	(X)	38	38	43	86b
II	362	(X)	39	1	4	86b
II	363	(X)	39	5	15	87a
II	364	(X)	39	16	22	87b
II	365	(X)	39	23	27	88a
II	366	(X)	39	28	36	88b
II	367	(X)	39	37	49	89a
II	368	(X)	39	50	57	89b
II	368	(X)	40	1	1	89b
II	369	(X)	40	2	6	90a
II	370	(X)	40	7	12	90b
II	371	(X)	40	13	21	91a
II	372	(X)	40	22	28	91b
II	373	(X)	40	29	30	92a
II	373	(X)	41	1	5	92a
II	374	(X)	41	6	19	92b
II	375	(X)	41	20	24	93a
II	376	(X)	41	25	34	93b
II	377	(X)	41	35	48	94a
II	378	(X)	41	49	52	94b
II	378	(X)	42	1	5	94b
II	379	(X)	42	6	18	95a
II	380	(X)	42	19	28	95b
II	381	(X)	42	29	38	96a
II	382	(X)	43	1	10	96b
II	383	(X)	43	11	20	97a
II	384	(X)	43	21	33	97b
II	385	(X)	43	34	40	98a
II	385	(X)	44	1	4	98a
II	386	(X)	44	5	13	98b
II	387	(X)	44	14	22	99a
II	388	(X)	44	23	37	99b
II	389	(X)	44	38	50	100a
II	390	(X)	44	51	51	100b
II	390	(X)	45	1	8	100b
II	391	(X)	45	9	22	101a
II	392	(X)	45	23	35	101b
II	393	(X)	45	36	41	102a
II	394	(X)	45	42	50	102b
II	394	(X)	46	1	1	102b
II	395	(X)	46	2	11	103a
II	396	(X)	46	12	24	103b
II	397	(X)	46	25	34	104a
II	398	(X)	46	35	42	104b
II	399	(X)	46	43	49	105a
II	399	(X)	47	1	1	105a
II	400	(X)	47	2	11	105b
II	401	(X)	47	12	15	106a
II	402	(X)	47	16	18	106b
II	403	(X)	47	19	25	107a
II	404	(X)	47	26	33	107b
II	405	(X)	47	34	43	108a
II	406	(X)	47	44	54	108b
II	407	(X)	47	55	61	109a
II	408	(X)	47	62	70	109b
II	408	(X)	48	1	1	109b
II	409	(X)	48	2	13	110a
II	410	(X)	48	14	21	110b
II	411	(X)	48	22	29	111a
II	412	(X)	48	30	36	111b
II	412	(X)	49	1	4	111b
II	413	(X)	49	5	15	112a
II	414	(X)	49	16	25	112b
II	415	(X)	49	26	31	113a
II	419	(X)	50	1	12	1a
II	420	(X)	50	13	23	1b
II	421	(X)	50	24	29	2a
II	422	(X)	50	30	40	2b
II	423	(X)	50	41	52	3a
II	424	(X)	50	53	58	3b
II	424	(X)	51	1	2	3b
II	425	(X)	51	3	16	4a
II	426	(X)	51	17	31	4b
II	427	(X)	51	32	45	5a
II	428	(X)	51	46	51	5b
II	429	(X)	51	52	57	6a
II	430	(X)	51	58	65	6b
II	430	(X)	52	1	1	6b
II	431	(X)	52	2	16	7a
II	432	(X)	52	17	30	7b
II	433	(X)	52	31	37	8a
II	434	(X)	52	38	42	8b
II	435	(X)	52	43	44	9a
II	435	(X)	53	1	7	9a
II	436	(X)	53	8	21	9b
II	437	(X)	53	22	31	10a
II	438	(X)	53	32	43	10b
II	439	(X)	53	44	54	11a
II	440	(X)	53	55	57	11b
II	440	(X)	54	1	9	11b
II	441	(X)	54	10	24	12a
II	442	(X)	54	25	37	12b
II	443	(X)	54	38	45	13a
II	444	(X)	54	46	51	13b
II	445	(X)	54	52	60	14a
II	445	(X)	55	1	1	14a
II	446	(X)	55	2	15	14b
II	447	(X)	55	16	30	15a
II	448	(X)	55	31	40	15b
II	449	(X)	56	1	10	16a
II	450	(X)	56	11	24	16b
II	451	(X)	56	25	33	17a
II	452	(X)	56	34	45	17b
II	453	(X)	57	1	13	18a
II	454	(X)	57	14	27	18b
II	455	(X)	57	28	36	19a
II	456	(X)	57	37	42	19b
II	456	(X)	58	1	5	19b
II	457	(X)	58	6	18	20a
II	458	(X)	58	19	32	20b
II	459	(X)	58	33	46	21a
II	460	(X)	58	47	58	21b
II	461	(X)	59	1	10	22a
II	462	(X)	59	11	20	22b
II	463	(X)	59	21	28	23a
II	464	(X)	59	29	37	23b
II	465	(X)	59	38	45	24a
II	466	(X)	60	1	9	24b
II	467	(X)	60	10	20	25a
II	468	(X)	60	21	30	25b
II	469	(X)	60	31	35	26a
II	470	(X)	60	36	38	26b
II	471	(X)	60	39	42	27a
II	472	(X)	60	43	47	27b
II	473	(X)	60	48	55	28a
II	474	(X)	60	56	59	28b
II	474	(X)	61	1	3	28b
II	475	(X)	61	4	14	29a
II	476	(X)	61	15	25	29b
II	477	(X)	61	26	40	30a
II	478	(X)	62	1	14	30b
II	479	(X)	62	15	28	31a
II	480	(X)	62	29	35	31b
II	480	(X)	63	1	3	31b
II	481	(X)	63	4	20	32a
II	482	(X)	63	21	26	32b
II	483	(X)	63	27	34	33a
II	484	(X)	63	35	38	33b
II	485	(X)	63	39	46	34a
II	486	(X)	63	47	53	34b
II	486	(X)	64	1	6	34b
II	487	(X)	64	7	18	35a
II	488	(X)	64	19	28	35b
II	489	(X)	64	29	39	36a
II	490	(X)	64	40	44	36b
II	490	(X)	65	1	8	36b
II	491	(X)	65	9	18	37a
II	492	(X)	65	19	31	37b
II	493	(X)	65	32	32	38a
II	493	(X)	66	1	12	38a
II	494	(X)	66	13	26	38b
II	495	(X)	66	27	39	39a
II	496	(X)	66	40	43	39b
II	496	(X)	67	1	5	39b
II	497	(X)	67	6	20	40a
II	498	(X)	67	21	27	40b
II	498	(X)	68	1	7	40b
II	499	(X)	68	8	22	41a
II	500	(X)	68	23	35	41b
II	501	(X)	68	36	48	42a
II	502	(X)	68	49	54	42b
II	502	(X)	69	1	6	42b
II	503	(X)	69	7	14	43a
II	504	(X)	69	15	22	43b
II	505	(X)	69	23	36	44a
II	506	(X)	69	37	45	44b
II	507	(X)	70	1	8	45a
II	508	(X)	70	9	18	45b
II	509	(X)	70	19	27	46a
II	510	(X)	70	28	35	46b
II	511	(X)	70	36	43	47a
II	512	(X)	70	44	46	47b
II	512	(X)	71	1	4	47b
II	513	(X)	71	5	10	48a
II	514	(X)	71	11	18	48b
II	515	(X)	71	19	32	49a
II	516	(X)	71	33	42	49b
II	517	(X)	71	43	46	50a
II	517	(X)	72	1	4	50a
II	518	(X)	72	5	12	50b
II	519	(X)	72	13	21	51a
II	520	(X)	72	22	35	51b
II	521	(X)	72	36	47	52a
II	522	(X)	72	48	48	52b
II	522	(X)	73	1	9	52b
II	523	(X)	73	10	17	53a
II	524	(X)	73	18	27	53b
II	525	(X)	73	28	35	54a
II	525	(X)	74	1	3	54a
II	526	(X)	74	4	13	54b
II	527	(X)	74	14	23	55a
II	528	(X)	74	24	34	55b
II	529	(X)	74	35	43	56a
II	530	(X)	74	44	54	56b
II	530	(X)	75	1	1	56b
II	531	(X)	75	2	14	57a
II	532	(X)	75	15	27	57b
II	533	(X)	75	28	38	58a
II	534	(X)	75	39	40	58b
II	534	(X)	76	1	9	58b
II	535	(X)	76	10	23	59a
II	536	(X)	76	24	33	59b
II	536	(X)	77	1	2	59b
II	537	(X)	77	3	16	60a
II	538	(X)	77	17	29	60b
II	539	(X)	77	30	37	61a
II	540	(X)	78	1	8	61b
II	541	(X)	78	9	22	62a
II	542	(X)	78	23	32	62b
II	543	(X)	78	33	39	63a
II	543	(X)	79	1	1	63a
II	544	(X)	79	2	16	63b
II	545	(X)	79	17	30	64a
II	546	(X)	79	31	34	64b
II	546	(X)	80	1	6	64b
II	547	(X)	80	7	19	65a
II	548	(X)	80	20	31	65b
II	549	(X)	80	32	39	66a
II	550	(X)	80	40	45	66b
II	550	(X)	81	1	3	66b
II	551	(X)	81	4	17	67a
II	552	(X)	81	18	29	67b
II	553	(X)	81	30	36	68a
II	554	(X)	81	37	41	68b
II	554	(X)	82	1	5	68b
II	555	(X)	82	6	18	69a
II	556	(X)	82	19	29	69b
II	557	(X)	82	30	37	70a
II	558	(X)	82	38	44	70b
II	559	(X)	82	45	48	71a
II	559	(X)	83	1	2	71a
II	560	(X)	83	3	8	71b
II	561	(X)	83	9	13	72a
II	562	(X)	83	14	23	72b
II	563	(X)	83	24	32	73a
II	564	(X)	83	33	41	73b
II	565	(X)	83	42	43	74a
II	565	(X)	84	1	9	74a
II	566	(X)	84	10	16	74b
II	567	(X)	84	17	24	75a
II	568	(X)	84	25	32	75b
II	569	(X)	84	33	40	76a
II	570	(X)	84	41	54	76b
II	571	(X)	84	55	67	77a
II	572	(X)	84	68	71	77b
II	572	(X)	85	1	4	77b
II	573	(X)	85	5	9	78a
II	574	(X)	85	10	18	78b
II	575	(X)	85	19	26	79a
II	576	(X)	85	27	38	79b
II	577	(X)	85	39	46	80a
II	578	(X)	85	47	57	80b
II	579	(X)	85	58	59	81a
II	579	(X)	86	1	6	81a
